Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.1900531541451346,0.03845401518046856,0.8840236604213715,0.058166004421655086,16.553643106265326,0.4774547900259495
2,0.544218216999434,0.026461417227983473,0.5994479100326134,0.09654698029440624,16.829929755200233,0.49893551334738734
3,0.9394406819343567,0.020713821239769458,0.24182468727231027,0.17902530398230737,18.815976376898202,0.5093011000752449
4,0.9197913789749146,0.017950266543775798,0.3128402575850487,0.2358292569941841,19.125113091672183,0.532315074801445
5,0.8779487586021424,0.017834384217858313,0.4644519430398941,0.34077997070678046,18.176408400238635,0.5003790061175823
6,0.9669984519481659,0.01650161134079099,0.591784582734108,0.5519117659330368,19.430647835682617,0.5315696235001087
7,0.9940763974189758,0.014166943468153477,0.4738382279872894,0.46213381171226503,19.136188834966813,0.5361450687050819
8,0.9787129151821137,0.014940219782292843,0.5213256680965423,0.49706669569015505,20.000561916955398,0.5584828025102615
9,0.984683667421341,0.013285372108221054,0.5624167811870575,0.5398209023475647,18.365749056345127,0.552168246358633
10,0.9857822501659393,0.013799876971170306,0.4846651357412338,0.46790007293224334,19.531154850299007,0.5629791022837162
11,0.9934666454792023,0.011939201280474663,0.4634371912479401,0.4532048636674881,19.79220460124064,0.5685182310640812
12,0.9700487136840821,0.011768905725330115,0.5524244052171707,0.5232704609632493,20.19463725924347,0.5808973482251167
13,0.921361209154129,0.011995034320279955,0.5825475823879241,0.49773464500904085,20.554556994654284,0.580570170879364
14,0.9832303130626678,0.01086671688593924,0.6795100688934326,0.6626629966497422,20.582244856682532,0.582426430284977
15,0.9981908035278321,0.009757664054632187,0.7075121128559112,0.6993335020542145,20.14661261921666,0.5913900062441826
16,0.9760358965396881,0.010652006417512894,0.630525768995285,0.5972073978185654,19.894769351302212,0.5844907531142235
17,1.006754388809204,0.010099441939964891,0.592511636018753,0.6007910019159317,20.616849476355846,0.5892489895224571
18,1.0058784019947051,0.009964647181332111,0.6433499717712402,0.6490672028064728,21.080354130465317,0.5940552306175232
19,1.0042832493782043,0.009674175623804331,0.7270634555816651,0.7302783977985382,20.84631034277557,0.5990228816866875
20,0.9967110908031463,0.009705810183659196,0.7347556114196777,0.7280935895442963,21.02981532078498,0.5979525193572044
21,1.0010340404510498,0.008455030675977469,0.7247644102573395,0.7238093090057373,21.513111917876223,0.6000429856777191
22,1.0029552626609801,0.009403343740850688,0.697613126039505,0.698385488986969,20.88933602342553,0.5991505855321884
23,1.0135498535633087,0.008646059082821012,0.7301584911346436,0.7434991884231568,20.76967172899265,0.6091091129183769
24,1.005058090686798,0.009053451297804714,0.796514208316803,0.8028294849395752,21.434572360447888,0.6045247623324395
25,1.0001370918750763,0.008728813296183944,0.9029643440246582,0.9047066152095795,21.442227733822183,0.6014374914765358
26,1.0000000202655792,0.00823847065679729,0.9999998950958252,0.9999999177455902,20.99324960409039,0.6027431678771973
27,0.9999999725818634,0.008769366806373,0.9999998199939728,0.999999794960022,21.716291603235888,0.6081940168142319
28,0.9999999690055847,0.008118047937750816,0.9999999701976776,0.9999999439716339,20.865740627215494,0.6035625183582306
29,1.0000000047683715,0.008803701284341514,0.9999999570846557,0.9999999630451203,21.977382608360063,0.6100711905956269
30,1.0000000095367432,0.008067521355114878,0.9999999666213989,0.9999999773502349,21.547724859958137,0.6083952912688255
31,1.0000000071525574,0.008533041430637241,0.9999999678134919,0.9999999773502349,21.13429879074728,0.6037248766422272
32,0.9999999928474427,0.008405460463836788,0.9999999618530273,0.9999999535083771,21.502213761658915,0.6118839064240456
33,1.0000003254413605,0.008439253075048328,0.9999994111061096,0.9999997413158417,21.703621357442668,0.610135243833065
34,0.9999999964237213,0.007994321775622665,0.9999999761581421,0.9999999761581421,21.75333728949756,0.6127255800366401
35,0.9999999952316284,0.007900096848607064,0.9999999594688416,0.99999995470047,21.797808990633097,0.6187037193775177
36,0.9999999701976776,0.007663646070286631,0.9999999403953552,0.9999999153614044,22.091472346473594,0.6141898173093796
37,0.9999999701976776,0.007871500989422202,0.9999999189376831,0.9999998915195465,21.888015479012275,0.6166272926330566
38,1.000000044107437,0.007991044893860816,0.9999999177455902,0.9999999630451203,21.828164638168808,0.615252825319767
39,1.000000057220459,0.007690783869475126,0.9999997007846833,0.999999760389328,21.993860109490043,0.6164379677176476
40,1.0000000059604646,0.008094267980195581,0.9999999785423279,0.9999999856948852,21.721037277231645,0.6164088255167007
41,1.0000000309944153,0.008664070786908269,0.9999999213218689,0.9999999523162841,22.03076000647274,0.6128764128684998
42,0.9999999284744263,0.007916722195222974,0.9999998378753662,0.9999997663497925,22.176440424770924,0.6189192733168603
43,1.0000000882148743,0.008273863065987826,0.9999998557567596,0.9999999475479125,22.011308033789415,0.6201719444990158
44,1.0000000154972077,0.008309730906039476,0.9999999642372132,0.9999999809265137,20.91412757206698,0.6141377282142639
45,1.0000000059604646,0.008341773357242345,0.9999999344348908,0.9999999439716339,21.860306211846193,0.6132108008861542
46,1.0000000131130218,0.008405074868351221,0.9999998605251312,0.9999998760223389,22.12092420002939,0.6151807156205177
47,1.0000000083446503,0.008234334727749228,0.9999999463558197,0.99999995470047,22.12911274651283,0.6215602287650108
48,0.9999999976158143,0.007701875129714608,0.9999999153614044,0.9999999129772186,21.55635993862621,0.6185661751031876
49,0.9999999904632568,0.007501060916110873,0.9999999523162841,0.9999999451637268,22.146232082034864,0.6210061272978783
50,1.0000000500679016,0.007368338657543063,0.9999999022483825,0.9999999535083771,22.225489035977063,0.6215849474072457
51,1.0000000596046448,0.00748941327445209,0.9999999117851257,0.9999999701976776,22.081549232107648,0.6212935358285904
52,1.0000000417232513,0.007518868381157518,0.9999999165534973,0.9999999630451203,21.88562933349,0.618879996240139
53,1.000000058412552,0.008047249307855964,0.9999998259544373,0.9999998915195465,22.276660817539636,0.6201992917060852
54,0.9999999535083771,0.007662221440114081,0.999999920129776,0.9999998784065247,22.067763985360248,0.6220065477490425
55,1.000000010728836,0.007785343257710338,0.9999998867511749,0.9999998998641968,22.22312325650241,0.6207750409841537
56,1.0000000143051146,0.007447841735556722,0.9999999487400055,0.9999999666213989,22.14124567341048,0.6220238944888115
57,1.000000044107437,0.007511399281211198,0.999999862909317,0.9999999058246613,22.034044437862136,0.6206723922491073
58,1.0000000488758087,0.008338786279782653,0.9999998986721039,0.9999999499320984,21.05029072001225,0.6160844177007675
59,1.0000001096725464,0.008592706564813852,0.9999998331069946,0.9999999463558197,21.72033364968627,0.6180368256568909
60,0.999999989271164,0.007999798427335917,0.9999999582767487,0.9999999511241913,22.12527836960538,0.623001420199871
61,0.99999995470047,0.008627417385578156,0.9999998664855957,0.9999998223781585,22.108962641308633,0.6202653640508652
62,1.0000000047683715,0.007426330037415028,0.9999999833106995,0.999999989271164,22.246573537769116,0.6217443871498108
63,0.9999999785423279,0.007784292073920369,0.9999997961521149,0.9999997746944428,22.109707560936066,0.6189846563339233
64,0.9999999976158143,0.008118524113669992,0.9999999725818634,0.9999999713897705,22.228552151338178,0.6248806980252266
65,1.000000021457672,0.007635019170120359,0.9999999463558197,0.9999999725818634,22.156681432820015,0.6207176885008812
66,0.9999999952316284,0.007395410500466823,0.9999999821186065,0.9999999821186065,22.228824667508228,0.6227119261026383
67,0.9999999606609344,0.007641798313707113,0.9999999320507049,0.9999998939037323,22.04566151739754,0.6234195178747177
68,1.0000000381469727,0.007587729999795556,0.9999998140335083,0.9999998533725738,22.303824533070994,0.6259469878673554
69,0.9999999952316284,0.0072048230282962325,0.9999999058246613,0.9999999046325684,22.32147166038322,0.6237947499752045
70,1.0000000178813935,0.007565767895430326,0.9999998950958252,0.9999999165534973,22.198383810542563,0.6238013288378715
71,0.9999999964237213,0.007753375312313437,0.99999995470047,0.9999999535083771,21.52422119962178,0.617623763680458
72,0.9999999880790711,0.007748619895428419,0.9999999761581421,0.9999999690055847,22.160115447608288,0.6182059183716774
73,1.0000000035762786,0.0076815882790833715,0.9999999451637268,0.9999999535083771,22.065661180481317,0.6231764134764671
74,1.0000000607967376,0.008358284067362547,0.9999999022483825,0.999999965429306,21.993017573479,0.6183352839946746
75,0.9999999976158143,0.007849304610863328,0.999999920129776,0.9999999237060547,22.292935025947813,0.6257147571444511
76,1.0000000011920929,0.0072193593066185715,0.9999999666213989,0.9999999678134919,21.942323251799216,0.618594998717308
77,0.9999999940395355,0.007094782702624798,0.9999999809265137,0.9999999773502349,22.022175312984807,0.6253375014662743
78,1.0000000143051146,0.007654623854905367,0.9999998867511749,0.9999998998641968,22.249153208125186,0.6278601217269898
79,0.9999999988079071,0.007492907661944628,0.9999999666213989,0.9999999690055847,22.181071798404833,0.6260616600513458
80,1.000000010728836,0.007249068873934447,0.9999999606609344,0.9999999761581421,22.146478280961453,0.621893689930439
81,0.9999999570846557,0.0074455916788429026,0.9999999487400055,0.99999990940094,22.321602124166642,0.6257795026898384
82,1.0000000202655792,0.007462483653798699,0.99999995470047,0.9999999773502349,22.41319217388005,0.622179471552372
83,1.0000000059604646,0.007176898089237511,0.9999999499320984,0.9999999618530273,22.273818327831805,0.6260130688548088
84,0.9999999868869781,0.0075816619349643585,0.99999995470047,0.9999999451637268,22.13830057130064,0.625825384259224
85,1.0000000190734863,0.0071048635290935636,0.9999998784065247,0.9999998998641968,22.26363399462265,0.6268582698702813
86,0.9999999845027924,0.00797592755407095,0.9999998521804809,0.9999998366832733,22.33218148570144,0.6274980640411377
87,1.0000000143051146,0.007168691796250641,0.9999999403953552,0.9999999618530273,22.342310470401472,0.6293463030457497
88,0.9999999976158143,0.007618869272992015,0.9999999880790711,0.9999999868869781,22.256782145097635,0.6279756906628609
89,0.9999999713897705,0.00771068936213851,0.9999997866153717,0.999999760389328,22.40534851875124,0.6280227014422417
90,1.000000010728836,0.007239439231343567,0.9999999415874481,0.9999999582767487,22.355699010063237,0.6283619311451912
91,1.0000000083446503,0.007474686009809375,0.9999999368190765,0.9999999463558197,22.40014318387205,0.6306299743056297
92,0.9999999952316284,0.007574889408424497,0.9999999868869781,0.9999999833106995,22.28502600036297,0.6292453047633171
93,0.9999999976158143,0.007092793299816549,0.9999998998641968,0.9999998986721039,22.10010474314298,0.623923574090004
94,1.0000000178813935,0.007251154338009655,0.9999999570846557,0.9999999773502349,22.3809658651129,0.6260753184556961
95,0.9999999904632568,0.007793663567863405,0.9999999690055847,0.9999999618530273,22.338634717731512,0.6275828704237938
96,1.0000000178813935,0.007608420364558697,0.999999965429306,0.9999999833106995,22.205398135118607,0.6278612026572228
97,1.0000000035762786,0.006970175923779607,0.9999999034404755,0.99999990940094,22.389427454590045,0.6289408424496651
98,1.0000000369548798,0.0074762866413220766,0.9999998831748962,0.9999999225139617,22.356968199466966,0.6297862252593041
99,1.0000000083446503,0.007200127970427275,0.9999999415874481,0.9999999523162841,22.482520269643192,0.6313456133008003
100,1.0000000548362733,0.007002791939303279,0.9999998784065247,0.9999999368190765,22.27021024369751,0.6266926345229149
101,1.0000000500679016,0.007267464688047767,0.9999998962879181,0.9999999463558197,22.458011017216272,0.6280283969640732
102,0.9999999988079071,0.007065691268071533,0.9999999570846557,0.9999999594688416,22.29000695831538,0.6289186084270477
103,1.0000000512599945,0.00692753734998405,0.999999885559082,0.9999999403953552,22.385753505699427,0.6314318430423737
104,1.0000000071525574,0.006815443043597043,0.999999965429306,0.9999999725818634,22.234822038833563,0.6278833556175232
105,1.0000000452995301,0.007002186384052038,0.9999998414516449,0.9999998879432678,22.252145632682602,0.6295495799183846
106,1.0000000035762786,0.007606415101327002,0.9999999737739563,0.9999999845027924,22.160635674821574,0.6255282124876976
107,1.0000000023841857,0.007270148885436356,0.9999999725818634,0.9999999797344208,22.418245578924044,0.6299403584003449
108,0.9999999976158143,0.007311974484473467,0.9999999690055847,0.9999999713897705,22.103021954418324,0.6264232647418976
109,0.9999999976158143,0.00709941460750997,0.9999999880790711,0.9999999880790711,22.366150387954875,0.6289545020461083
110,1.0000000131130218,0.007171896640211344,0.9999999558925629,0.9999999701976776,22.41747275087289,0.6314881896972656
111,0.9999999976158143,0.006927120820619166,0.9999999773502349,0.9999999737739563,22.50253294929793,0.6337071445584297
112,1.0000000071525574,0.006777358362451196,0.9999999690055847,0.9999999785423279,22.101040735268626,0.6310166049003602
113,1.0000000023841857,0.007100421157665551,0.9999999749660492,0.9999999797344208,22.373890160387454,0.6259416761994362
114,1.0,0.0075285631325095895,0.9999999940395355,0.9999999964237213,22.475648330482212,0.6275740179419518
115,0.9999999940395355,0.007133328476920724,0.9999999439716339,0.9999999380111695,22.237934393606817,0.6276923742890358
116,0.9999999964237213,0.007205386059358716,0.9999999797344208,0.9999999785423279,22.39592907463001,0.6315905103087425
117,0.9999999964237213,0.007555167488753796,0.9999999678134919,0.999999965429306,22.4032273520079,0.6309503242373466
118,1.0000000047683715,0.007183039048686624,0.9999999845027924,0.9999999904632568,22.349378743646007,0.6286878621578217
119,1.0,0.0070986208086833355,0.9999999737739563,0.9999999773502349,22.449995779299492,0.631305602490902
120,0.9999999964237213,0.007336437650956214,0.9999999749660492,0.9999999737739563,22.45697952990993,0.6318912130594253
121,1.0000000131130218,0.0066726666409522295,0.9999999666213989,0.9999999809265137,21.9790857766488,0.6261390718817711
122,1.0000000011920929,0.007482829447835684,0.9999999725818634,0.9999999761581421,22.18753029588781,0.6308111229538917
