Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.8983612054586411,0.03692231677472591,0.25565221969617596,0.11126614772251059,18.065652451108782,0.45983277514576915
2,0.9975019562244415,0.019170226398855447,0.05666946183943509,0.05980587921735795,19.12468914038541,0.5324065034091473
3,0.9970271933078766,0.015512721575796605,0.3855812656879425,0.38277277231216433,19.67702636082785,0.5207729987800122
4,0.993782811164856,0.014241139376536012,0.4015266990661621,0.3914236491918564,19.749073430095983,0.5757805320620537
5,0.9981339657306671,0.013576700203120708,0.37018896758556363,0.36898577272891997,20.597597107727374,0.5869160431623459
6,1.0006666469573975,0.012930394290015102,0.27417614817619324,0.2709685596823692,21.12060372222306,0.5976504525542259
7,0.9934430432319641,0.011232988890260458,0.2971316543221474,0.2890437388420105,21.667505758826934,0.5985449367761612
8,1.0018785512447357,0.0094031832087785,0.29898757845163343,0.2990604826807976,22.521132344971264,0.6429806119203567
9,0.9986392235755921,0.008566474011167884,0.26610765427350996,0.26084455341100693,22.352322200585824,0.6455170175433159
10,1.0032746696472168,0.010253134602680802,0.2701495307683945,0.2735274139046669,22.011194598507927,0.6465449592471123
11,1.0091441452503205,0.008686995608732104,0.2872180300951004,0.2941372713446617,23.367356817222262,0.6778319838643074
12,1.0051423490047455,0.007775368271395564,0.296036077439785,0.29992316782474515,23.132931396893078,0.6864685747027397
13,0.998043110370636,0.008060894068330526,0.285552062690258,0.2806064337491989,23.270044660447656,0.6874329695105552
14,0.9971281933784485,0.008247543219476938,0.25220148712396623,0.24812215059995651,22.925512021072535,0.6686084759235382
15,1.0080624639987945,0.007772637465968728,0.20335028946399689,0.2067774936556816,22.11636538740528,0.6919395092129708
16,0.9981329381465912,0.007712482418864966,0.18804875418543815,0.18591665714979172,23.26482282445788,0.6851648420095444
17,1.0035745799541473,0.007269693100824952,0.20273122191429138,0.20354428753256798,23.879054605621807,0.7155547949671746
18,1.0026587271690368,0.007078080391511321,0.21921338081359865,0.2192105895280838,23.354853253194015,0.7085406854748726
19,1.0001961088180542,0.006851823441684246,0.22789701491594314,0.22764904111623763,24.009381274358546,0.7140853282809257
20,1.0060262143611909,0.006738377967849374,0.21776946514844894,0.21915371119976043,21.48595745550861,0.6876109218597413
21,0.9960654020309448,0.008082302315160632,0.17410393983125685,0.16541683822870254,22.732573977524588,0.7132617840170861
22,0.9955764293670655,0.0069690986908972265,0.15781084015965463,0.15135582730174066,24.036298841259235,0.7164132437109947
23,1.006124529838562,0.0068281772173941135,0.20549483925104142,0.21104392141103745,22.509599375227552,0.7179870343208313
24,1.007949583530426,0.0076061954349279405,0.20768701732158662,0.2161916647851467,23.146450767715457,0.7030921325087547
25,0.9979643332958221,0.006611653445288539,0.2555447319149971,0.24932432413101197,23.794398039832465,0.7236132970452309
26,1.0048930168151855,0.006205150349996984,0.2791479209065437,0.28101999312639236,23.680608050907708,0.7220919278264045
27,0.9994814682006836,0.006296209613792598,0.234203322827816,0.23185329645872116,22.79008449000758,0.7260201662778855
28,0.9957166373729706,0.006195547068491578,0.28474142879247666,0.28210836261510847,22.446176165425882,0.7235875070095062
29,0.9991030156612396,0.006404956784099341,0.2997646248340607,0.297515834569931,22.787400332236906,0.7223115947842598
30,1.0066542720794678,0.006872059032320976,0.27998216927051545,0.2865074819326401,23.197769937513563,0.7071066325902939
31,0.9978255653381347,0.006332051302306354,0.31289546012878416,0.30858645260334017,23.446067074203953,0.7358180972933769
32,0.9963287186622619,0.007428849218413234,0.27901050239801406,0.2738437840342522,20.566857044849137,0.6560079863667488
33,0.9919803166389465,0.01244653989560902,0.2955325075984001,0.287001910507679,17.915046892464662,0.5557839521765708
34,0.9962426912784577,0.030109398271888493,0.31451234757900237,0.30964556336402893,16.34791568456998,0.5114629527926445
35,0.9655695199966431,0.013706056363880635,0.311846099793911,0.2741932454705238,19.558087625949995,0.6295758952200413
36,0.960880981683731,0.009181930869817733,0.2730510726571083,0.23235538512468337,22.331612453977677,0.6347976750135422
37,0.9655319511890411,0.007561031868681312,0.27524342805147173,0.23951670318841933,22.341644596636407,0.6731054054200649
38,0.9881829869747162,0.006581892976537346,0.28372651964426043,0.27127527236938476,23.405972609012533,0.7114247310161591
39,0.9877162742614746,0.006771501549519598,0.3304677465558052,0.3202541983127594,22.651194540897535,0.6791411218047142
40,0.9914012610912323,0.00652353698387742,0.3617654460668564,0.34870227009057997,24.004194548001788,0.7221256059408188
41,0.9985753285884857,0.00609518594108522,0.277882339656353,0.27479283839464186,24.19545498997291,0.7255452665686607
42,1.0100827038288116,0.005657920660451054,0.2548061242699623,0.2612292930483818,24.27561691712715,0.7190827649831771
43,0.9943036139011383,0.0057360965199768545,0.2815614640712738,0.27572415202856065,23.983961175772027,0.703085471689701
44,1.005808800458908,0.005442472021095455,0.30648399084806444,0.3129506450891495,24.09246125462015,0.7050326046347618
45,0.9922416973114013,0.0059279500180855395,0.3882706049084663,0.37834163665771486,23.950301524122256,0.7227477881312371
46,1.0025997984409332,0.006453543892130256,0.36456972241401675,0.36209175825119017,24.0032184634458,0.7079572370648384
47,1.0028986299037934,0.005778532037511468,0.34017695039510726,0.3390860322117806,23.764750091937998,0.7309009191393853
48,1.0060726189613343,0.005702990302816033,0.30316007643938064,0.30865285903215406,24.453786432247703,0.7300732558965684
49,0.996398253440857,0.00576495349407196,0.29238734900951385,0.2875964593887329,24.128358445234348,0.7349035653471947
50,0.9929376232624054,0.005610168925486505,0.2698910123109817,0.2597958967089653,24.190976493801394,0.7118629917502404
51,0.9986846232414246,0.005383626036345959,0.2571689200401306,0.25684952080249784,24.496920994104432,0.732877385020256
52,1.0001557898521423,0.0058072420908138155,0.28541515588760374,0.2834003201127052,23.994883689270488,0.714802299439907
53,1.0042645800113679,0.005341258891858161,0.2942297139763832,0.29772537350654604,24.533398066406484,0.7286073228716851
54,0.999988671541214,0.005546381194144487,0.28497635006904604,0.285256022810936,24.444514152294573,0.7252197504043579
55,0.9950408601760864,0.005544861704111099,0.2785764026641846,0.2742666864395142,24.396654971112092,0.7328702449798584
56,0.9959558701515198,0.00555192987434566,0.2895732414722443,0.285845665037632,24.633161876969254,0.7285412633419037
57,1.0054659044742584,0.005655169007368386,0.27793072164058685,0.276661551296711,24.501030589978026,0.7332488802075386
58,1.0038737881183624,0.005556995430961251,0.22623191475868226,0.228569940328598,24.573493938632115,0.7246541836857796
59,1.0032095468044282,0.005397768695838749,0.20016832575201987,0.20133131518959999,24.69896679083307,0.7380009856820107
60,0.9872957587242126,0.006607826692052185,0.21040326550602914,0.19673963785171508,23.407173619929033,0.6890005519986153
61,0.9896007096767425,0.006089920443482697,0.20884515404701232,0.1972209656238556,23.898920458986797,0.709886828660965
62,0.996363034248352,0.0058239933662116525,0.23238835394382476,0.228753964304924,24.586886477401443,0.7315643867850303
63,1.0002728044986724,0.0057090216362848875,0.22838888466358184,0.22660407811403274,24.49180219969147,0.7160360902547837
64,0.9853992986679078,0.005779862962663173,0.22982900828123093,0.21301063790917396,24.026411358645166,0.7160288959741592
65,0.9947597861289978,0.00571930143982172,0.270131097137928,0.26466269701719286,23.92466429418207,0.695231046974659
66,0.9836070966720581,0.009097254355438053,0.2587462547421455,0.23939585834741592,18.963955706743903,0.5952087132632733
67,1.097660710811615,0.1066022627055645,0.23993988186120987,0.3363302713632584,10.348641598530076,0.2423871200764552
68,1.0306761252880097,0.05762262700125575,0.22313038796186446,0.25272892087697985,18.441569136610443,0.5067435744404792
69,0.9799331879615784,0.014552916307002306,0.237077357172966,0.21690783232450486,21.18845619010888,0.5782040818035603
70,0.9596148419380188,0.009706847388297319,0.2504484012722969,0.21001789063215257,22.52378788782014,0.6369976976513863
71,0.9572571003437043,0.007745650596916676,0.2649354934692383,0.22054654926061631,23.020102855899268,0.6688687714934349
72,0.9558462476730347,0.007506260965019464,0.24839170038700104,0.20288201808929443,23.102080367579305,0.6876879101991653
73,0.9520898783206939,0.0072268516942858695,0.23658553689718245,0.18853007376194,23.108288410103597,0.6679902984201909
74,0.9811544179916382,0.007067876383662224,0.20417406558990478,0.18306833773851394,23.586128096726423,0.6940695220232009
75,0.9399560379981995,0.006832314105704427,0.2178252574801445,0.1575685015320778,23.967867129842794,0.7101743361353874
76,0.9516771876811981,0.006420126534067094,0.22004646584391593,0.17034490510821343,23.613999157553955,0.6856938871741295
77,0.9617849051952362,0.006340591823682189,0.22696050852537156,0.18856622248888016,24.04010508311165,0.6949795609712601
78,0.9779068577289581,0.006171172661706806,0.24417594730854034,0.21982037723064424,24.175800400333355,0.7203532817959786
